0, 0
15, 0.195789
30, 0.388229
45, 0.574025
60, 0.75
75, 0.913142
90, 1.06066
105, 1.19003
120, 1.29904
135, 1.38582
150, 1.44889
165, 1.48717
180, 1.5
195, 1.48717
210, 1.44889
225, 1.38582
240, 1.29904
255, 1.19003
270, 1.06066
285, 0.913142
300, 0.75
315, 0.574025
330, 0.388229
345, 0.195789
360, 1.83697e-16
375, -0.195789
390, -0.388229
405, -0.574025
420, -0.75
435, -0.913142
450, -1.06066
465, -1.19003
480, -1.29904
495, -1.38582
510, -1.44889
525, -1.48717
540, -1.5
555, -1.48717
570, -1.44889
585, -1.38582
600, -1.29904
615, -1.19003
630, -1.06066
645, -0.913142
660, -0.75
675, -0.574025
690, -0.388229
705, -0.195789
720, -3.67394e-16
735, 0.195789
750, 0.388229
765, 0.574025
780, 0.75
795, 0.913142
810, 1.06066
825, 1.19003
840, 1.29904
855, 1.38582
870, 1.44889
885, 1.48717
900, 1.5
915, 1.48717
930, 1.44889
945, 1.38582
960, 1.29904
975, 1.19003
990, 1.06066
1005, 0.913142
1020, 0.75
1035, 0.574025
1050, 0.388229
1065, 0.195789
1080, 5.51091e-16
1095, -0.195789
1110, -0.388229
1125, -0.574025
1140, -0.75
1155, -0.913142
1170, -1.06066
1185, -1.19003
1200, -1.29904
1215, -1.38582
1230, -1.44889
1245, -1.48717
1260, -1.5
1275, -1.48717
1290, -1.44889
1305, -1.38582
1320, -1.29904
1335, -1.19003
1350, -1.06066
1365, -0.913142
1380, -0.75
1395, -0.574025
1410, -0.388229
1425, -0.195789
1440, -7.34788e-16
1455, 0.195789
1470, 0.388229
1485, 0.574025
1500, 0.75
1515, 0.913142
1530, 1.06066
1545, 1.19003
1560, 1.29904
1575, 1.38582
1590, 1.44889
1605, 1.48717
1620, 1.5
1635, 1.48717
1650, 1.44889
1665, 1.38582
1680, 1.29904
1695, 1.19003
1710, 1.06066
1725, 0.913142
1740, 0.75
1755, 0.574025
1770, 0.388229
1785, 0.195789
1800, 3.58302e-15
1815, -0.195789
1830, -0.388229
1845, -0.574025
1860, -0.75
1875, -0.913142
1890, -1.06066
1905, -1.19003
1920, -1.29904
1935, -1.38582
1950, -1.44889
1965, -1.48717
1980, -1.5
1995, -1.48717
2010, -1.44889
2025, -1.38582
2040, -1.29904
2055, -1.19003
2070, -1.06066
2085, -0.913142
2100, -0.75
2115, -0.574025
2130, -0.388229
2145, -0.195789
2160, -1.10218e-15
2175, 0.195789
2190, 0.388229
2205, 0.574025
2220, 0.75
2235, 0.913142
2250, 1.06066
2265, 1.19003
2280, 1.29904
2295, 1.38582
2310, 1.44889
2325, 1.48717
2340, 1.5
2355, 1.48717
2370, 1.44889
2385, 1.38582
2400, 1.29904
2415, 1.19003
2430, 1.06066
2445, 0.913142
2460, 0.75
2475, 0.574025
2490, 0.388229
2505, 0.195789
2520, 1.28588e-15
2535, -0.195789
2550, -0.388229
2565, -0.574025
2580, -0.75
2595, -0.913142
2610, -1.06066
2625, -1.19003
2640, -1.29904
2655, -1.38582
2670, -1.44889
2685, -1.48717
2700, -1.5
2715, -1.48717
2730, -1.44889
2745, -1.38582
2760, -1.29904
2775, -1.19003
2790, -1.06066
2805, -0.913142
2820, -0.75
2835, -0.574025
2850, -0.388229
2865, -0.195789
2880, -1.46958e-15
2895, 0.195789
2910, 0.388229
2925, 0.574025
2940, 0.75
2955, 0.913142
2970, 1.06066
2985, 1.19003
3000, 1.29904
3015, 1.38582
3030, 1.44889
3045, 1.48717
3060, 1.5
3075, 1.48717
3090, 1.44889
3105, 1.38582
3120, 1.29904
3135, 1.19003
3150, 1.06066
3165, 0.913142
3180, 0.75
3195, 0.574025
3210, 0.388229
3225, 0.195789
3240, 1.65327e-15
3255, -0.195789
3270, -0.388229
3285, -0.574025
3300, -0.75
3315, -0.913142
3330, -1.06066
3345, -1.19003
3360, -1.29904
3375, -1.38582
3390, -1.44889
3405, -1.48717
3420, -1.5
3435, -1.48717
3450, -1.44889
3465, -1.38582
3480, -1.29904
3495, -1.19003
3510, -1.06066
3525, -0.913142
3540, -0.75
3555, -0.574025
3570, -0.388229
3585, -0.195789
3600, -7.16604e-15
3615, 0.195789
3630, 0.388229
3645, 0.574025
